DEP	AR	CT	COM	LEG	JO	EFF	DTR	MOD	C-LOFF	C-LANC	NBCOM	RANGCOM	COMECH	POPECH	SUECH	DEPANC	ARRANC	CTANC	TNCCOFF	NCCOFF	TNCCANC	NCCANC
08	4	31	443	A29-02-2000		01-04-2000	01-04-2000	61					08461	0	3				0	Terron-sur-Aisne		
08	4	31	443	A29-02-2000		01-04-2000	01-04-2000	62					08461	10	3				0	Terron-sur-Aisne		
08			447	A09-12-1964	05-02-1965	01-01-1965	01-01-1965	31					08105						2	Theux		
08	1	20	454	D24-02-1968	01-03-1968	02-03-1968	02-03-1968	39					08227						0	Touligny		
08	3	04	459	D24-04-1959	26-04-1959	27-04-1959	27-04-1959	10											0	Tremblois-lès-Carignan	0	Tremblois
08	4	31	461	A29-02-2000		01-04-2000	01-04-2000	60					08443	10	3				0	Vandy		
08	4	31	461	A29-02-2000		01-04-2000	01-04-2000	63					08443	0	3				0	Vandy		
08	1	20	469	A03-12-1969	18-01-1970	01-01-1970	01-01-1970	32			1	1	08091						0	Vendresse		
08	1	20	469	A11-06-1965	13-07-1965	01-07-1965	01-07-1965	32			1	1	08442						0	Vendresse		
08	4	03	470	A25-09-1984	04-12-1984	01-01-1985	01-01-1985	23					08233						0	Verpel		
08	4	03	470	A20-12-1973	03-02-1974	29-12-1973	29-12-1973	34			1	1	08233						0	Verpel		
08			474	A16-02-1965	07-03-1965	01-03-1965	01-03-1965	31					08311						0	Villemontry		
08	4	31	490	A30-12-1972	27-01-1973	01-01-1973	01-01-1973	34			1	1	08068						0	Vouziers		
08	4	31	490	A16-03-1964	26-04-1964	01-04-1964	01-04-1964	32			1	1	08118						0	Vouziers		
08	4	31	490	A23-02-1961	31-03-1961	01-03-1961	01-03-1961	32			1	1	08127						0	Vouziers		
08			495	A22-04-1974	12-05-1974	01-05-1974	01-05-1974	33					08113						0	Wadimont		
09			010	A26-01-1965	21-02-1965	15-02-1965	15-02-1965	31					09188						1	Amplaing		
09	2	19	021	D18-08-1998	21-08-1998	01-09-1998	01-09-1998	62					09276	6	27				1	Artix		
09	1	20	030	A14-12-1964	13-03-1965	01-01-1965	01-01-1965	32			1	1	09278						1	Auzat		
09			036	A30-03-1973	20-04-1973	01-04-1973	01-04-1973	33					09306						0	Banat		
09	3	04	059	A16-10-1970	28-11-1970	01-01-1971	01-01-1971	11											0	Bonac-Irazein	0	Bonac
09	3	04	059	A16-10-1970	28-11-1970	01-01-1971	01-01-1971	32			1	1	09144						0	Bonac-Irazein		
09	3	04	085	D16-10-1958	21-10-1958	22-10-1958	22-10-1958	10											0	Castillon-en-Couserans	0	Castillon
09	1	18	092	A26-11-1980	11-02-1981	01-01-1981	01-01-1981	21					09306						0	Cazenave-Serres-et-Allens		
09	1	18	092	A30-03-1973	20-04-1973	01-04-1973	01-04-1973	33					09306						0	Cazenave-Serres-et-Allens		
09	2	08	105	D16-10-1958	21-10-1958	22-10-1958	22-10-1958	10											0	Daumazan-sur-Arize	0	Daumazan
09	2	10	107	A09-01-2003		01-02-2003	01-02-2003	36					09112						0	Dun		
09	2	10	107	A09-01-2003		01-02-2003	01-02-2003	36					09191						0	Dun		
09	2	10	107	A09-01-2003		01-02-2003	01-02-2003	36					09288						0	Dun		
09	2	10	107	A14-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	1	09112						0	Dun		
09	2	10	107	A14-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	2	09191						0	Dun		
09	2	10	107	A14-12-1972	11-01-1973	01-01-1973	01-01-1973	34			3	3	09288						0	Dun		
09			112	A09-01-2003		01-02-2003	01-02-2003	35					09107						1	Engraviès		
09			112	A14-12-1972	11-01-1973	01-01-1973	01-01-1973	33					09107						1	Engraviès		
09	1	20	135	A10-02-1965	20-05-1965	21-05-1965	21-05-1965	10											0	Goulier	0	Goulier-et-Olbier
09	1	07	142	D30-01-1987	05-02-1987	06-02-1987	06-02-1987	10											1	Ilhat	0	Illat
09			144	A16-10-1970	28-11-1970	01-01-1971	01-01-1971	31					09059						1	Irazein		
09	2	06	167	D16-10-1958	21-10-1958	22-10-1958	22-10-1958	10											0	Lézat-sur-Lèze	0	Lézat
09	1	18	188	A26-01-1965	21-02-1965	15-02-1965	15-02-1965	32			1	1	09010						0	Mercus-Garrabet		
09			191	A09-01-2003		01-02-2003	01-02-2003	35					09107						0	Merviel		
09			191	A14-12-1972	11-01-1973	01-01-1973	01-01-1973	33					09107						0	Merviel		
09	3	15	201	D10-05-1962	15-05-1962	16-05-1962	16-05-1962	10											0	Montégut-en-Couserans	0	Montégut
09	3	11	223	A01-07-1969	30-07-1969	15-07-1969	15-07-1969	32			1	1	09333						1	Oust		
09	3	16	235	D13-04-1983	16-04-1983	17-04-1983	17-04-1983	10											0	Prat-Bonrepaux	0	Prat-et-Bonrepaux
09			248	A30-12-1972	01-02-1973	01-01-1973	01-01-1973	33					09299						0	Rogalle		
09	3	14	257	D16-10-1958	21-10-1958	22-10-1958	22-10-1958	10											0	Sainte-Croix-Volvestre	0	Sainte-Croix
09	1	21	264	A16-05-1974	16-06-1974	01-01-1975	01-01-1975	32			1	1	09337						0	Saint-Jean-de-Verges		
09	2	12	276	D18-08-1998	21-08-1998	01-09-1998	01-09-1998	60					09021	6	27				0	Saint-Victor-Rouzaud		
09	2	06	277	A18-09-1948	07-01-1949	08-01-1949	08-01-1949	22					09342						0	Saint-Ybars		
09			278	A14-12-1964	13-03-1965	01-01-1965	01-01-1965	31					09030						0	Saleix		
09			288	A09-01-2003		01-02-2003	01-02-2003	35					09107						0	Senesse-de-Senabugue		
09			288	A14-12-1972	11-01-1973	01-01-1973	01-01-1973	33					09107						0	Senesse-de-Senabugue		
09	3	16	289	D04-08-1971	11-08-1971	12-08-1971	12-08-1971	10											0	Lorp-Sentaraille	0	Sentaraille
09	1	21	293	D16-10-1958	21-10-1958	22-10-1958	22-10-1958	10											0	Serres-sur-Arget	0	Serres
09	3	11	299	D05-08-1992	13-08-1992	01-09-1992	01-09-1992	10											0	Soueix-Rogalle	0	Soueix
09	3	11	299	A30-12-1972	01-02-1973	01-01-1973	01-01-1973	34			1	1	09248						0	Soueix		
09	1	18	306	A26-11-1980	11-02-1981	01-01-1981	01-01-1981	23					09092						0	Tarascon-sur-Ariège		
09	1	18	306	A30-03-1973	20-04-1973	01-04-1973	01-04-1973	34			2	1	09036						0	Tarascon-sur-Ariège		
09	1	18	306	A30-03-1973	20-04-1973	01-04-1973	01-04-1973	34			2	2	09092						0	Tarascon-sur-Ariège		
09	1	18	306	D16-10-1958	21-10-1958	22-10-1958	22-10-1958	10											0	Tarascon-sur-Ariège	0	Tarascon
09			333	A01-07-1969	30-07-1969	15-07-1969	15-07-1969	31					09223						0	Vic		
09			337	A16-05-1974	16-06-1974	01-01-1975	01-01-1975	31					09264						0	Villeneuve-du-Bosc		
09	2	06	342	A18-09-1948	07-01-1949	08-01-1949	08-01-1949	20			1	1	09277						0	Sainte-Suzanne		
10			001	A15-11-1969	17-12-1969	01-01-1970	01-01-1970	31					10289						5	Abbaye-sous-Plancy		
10			016	A03-06-1965		15-06-1965	15-06-1965	31					10174						1	Aubigny		
10	3	17	019	A20-04-1972	21-05-1972	01-05-1972	01-05-1972	11											0	Val-d'Auzon	0	Auzon-les-Marais
10	3	17	019	A20-04-1972	21-05-1972	01-05-1972	01-05-1972	32			2	1	10244						0	Val-d'Auzon		
10	3	17	019	A20-04-1972	21-05-1972	01-05-1972	01-05-1972	32			2	2	10413						0	Val-d'Auzon		
10	3	29	030	D23-04-1976	04-05-1976	05-05-1976	05-05-1976	10											0	Barberey-Saint-Sulpice	0	Barberey
10			036	A09-04-1973	04-05-1973	01-05-1973	01-05-1973	33					10058						0	Beauvoir-sur-Sarce		
10	2	13	038	A19-11-1999	31-12-1999	01-01-2000	01-01-2000	21					10054						0	Bercenay-le-Hayer		
10	2	13	038	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					10054						0	Bercenay-le-Hayer		
10	2	14	043	A28-09-1989A31-10-1989	08-12-1989	01-01-1990	01-01-1990	21					10316						0	Bessy		
10	2	14	043	A06-12-1972	10-01-1973	01-01-1973	01-01-1973	33					10316						0	Bessy		
10	2	13	054	A19-11-1999	31-12-1999	01-01-2000	01-01-2000	12											0	Bourdenay	0	Val-d'Orvin
10	2	13	054	A19-11-1999	31-12-1999	01-01-2000	01-01-2000	23					10383						0	Bourdenay		
10	2	13	054	A19-11-1999	31-12-1999	01-01-2000	01-01-2000	23					10038						0	Bourdenay		
10	2	13	054	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	11											0	Val-d'Orvin	0	Bourdenay
10	2	13	054	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			2	1	10038						0	Val-d'Orvin		
10	2	13	054	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	34			2	2	10383						0	Val-d'Orvin		
10	3	19	058	A09-04-1973	04-05-1973	01-05-1973	01-05-1973	11											0	Bragelogne-Beauvoir	0	Bragelogne
10	3	19	058	A09-04-1973	04-05-1973	01-05-1973	01-05-1973	34			1	1	10036						0	Bragelogne-Beauvoir		
10	3	02	084	A26-09-1977		01-10-1977	01-10-1977	36					10152						0	Charmont-sous-Barbuise		
10	3	02	084	A27-12-1972	23-01-1973	01-01-1973	01-01-1973	34			1	1	10152						0	Charmont-sous-Barbuise		
10			088	A05-06-1965	22-07-1965	10-06-1965	10-06-1965	31					10094						0	Chassericourt		
10	1	08	094	A05-06-1965	22-07-1965	10-06-1965	10-06-1965	32			1	1	10088						0	Chavanges		
10	2	16	148	A21-11-1972	12-12-1972	01-01-1973	01-01-1973	11											0	Ferreux-Quincey	0	Ferreux
10	2	16	148	A21-11-1972	12-12-1972	01-01-1973	01-01-1973	34			1	1	10311						0	Ferreux-Quincey		
10			152	A26-09-1977		01-10-1977	01-10-1977	35					10084						0	Fontaine-Luyères		
10			152	A27-12-1972	23-01-1973	01-01-1973	01-01-1973	33					10084						0	Fontaine-Luyères		
10	3	04	158	A01-08-1996		01-09-1996	01-09-1996	61					10181	0	5				0	Fouchères		
10	3	04	158	A01-08-1996		01-09-1996	01-09-1996	62					10181	8	0				0	Fouchères		
10	3	18	174	A03-06-1965		15-06-1965	15-06-1965	11											1	Isle-Aubigny	0	Isle-sous-Ramerupt
10	3	18	174	A03-06-1965		15-06-1965	15-06-1965	32			1	1	10016						1	Isle-Aubigny		
10	3	04	181	A01-08-1996		01-09-1996	01-09-1996	60					10158	8	0				0	Jully-sur-Sarce		
10	3	04	181	A01-08-1996		01-09-1996	01-09-1996	63					10158	0	5				0	Jully-sur-Sarce		
10	3	05	204	D27-09-1977	04-10-1977	05-10-1977	05-10-1977	10											0	Longeville-sur-Mogne	0	Longeville
10	2	16	208	A03-10-1969	28-10-1969	01-01-1970	01-01-1970	32			1	1	10292						3	Louptière-Thénard		
10			244	A20-04-1972	21-05-1972	01-05-1972	01-05-1972	31					10019						0	Montangon		
10	3	11	263	D03-10-2008	05-10-2008	06-10-2008	06-10-2008	10											0	Neuville-sur-Vanne	0	Neuville-sur-Vannes
10	3	10	264	D22-03-2011	24-03-2011	25-03-2011	25-03-2011	10											0	Noé-les-Mallets	0	Noë-les-Mallets
10	3	01	276	A16-07-2003		01-08-2003	01-08-2003	61					10335	0	0				0	Paisy-Cosdon		
10	3	01	276	A16-07-2003		01-08-2003	01-08-2003	63					10335	0	0				0	Paisy-Cosdon		
10	2	20	280	D06-05-1955	13-05-1955	14-05-1955	14-05-1955	10											0	Pars-lès-Romilly	0	Pars
10	2	14	289	A09-06-1972	12-07-1972	01-07-1972	01-07-1972	32			1	1	10407						0	Plancy-l'Abbaye		
10	2	14	289	A15-11-1969	17-12-1969	01-01-1970	01-01-1970	11											0	Plancy-l'Abbaye	0	Plancy
10	2	14	289	A15-11-1969	17-12-1969	01-01-1970	01-01-1970	32			1	1	10001						0	Plancy-l'Abbaye		
10			292	A03-10-1969	28-10-1969	01-01-1970	01-01-1970	31					10208						0	Plessis-Gatebled		
10			311	A21-11-1972	12-12-1972	01-01-1973	01-01-1973	33					10148						0	Quincey		
10	3	18	314	A27-06-1973	20-07-1973	01-07-1973	01-07-1973	32			1	1	10322						0	Ramerupt		
10	2	14	316	A28-09-1989A31-10-1989	08-12-1989	01-01-1990	01-01-1990	12											0	Rhèges	0	Rhèges-Bessy
10	2	14	316	A28-09-1989A31-10-1989	08-12-1989	01-01-1990	01-01-1990	23					10043						0	Rhèges		
10	2	14	316	A06-12-1972	10-01-1973	01-01-1973	01-01-1973	11											0	Rhèges-Bessy	0	Rhèges
10	2	14	316	A06-12-1972	10-01-1973	01-01-1973	01-01-1973	34			1	1	10043						0	Rhèges-Bessy		
10			322	A27-06-1973	20-07-1973	01-07-1973	01-07-1973	31					10314						0	Romaines		
10	1	06	326	D02-01-1957	12-01-1957	13-01-1957	13-01-1957	10											0	Rosnay-l'Hôpital	0	Rosnay
10	3	01	335	A16-07-2003		01-08-2003	01-08-2003	61					10276	0	0				0	Saint-Benoist-sur-Vanne		
10	3	01	335	A16-07-2003		01-08-2003	01-08-2003	63					10276	0	0				0	Saint-Benoist-sur-Vanne		
10	2	13	383	A19-11-1999	31-12-1999	01-01-2000	01-01-2000	21					10054						0	Trancault		
10	2	13	383	A08-12-1972	11-01-1973	01-01-1973	01-01-1973	33					10054						0	Trancault		
10			385	A12-12-1972	11-01-1973	01-01-1973	01-01-1973	31					10386						0	Trouan-le-Grand		
10	3	18	386	A12-12-1972	11-01-1973	01-01-1973	01-01-1973	11											0	Trouans	0	Trouan-le-Petit
10	3	18	386	A12-12-1972	11-01-1973	01-01-1973	01-01-1973	32			1	1	10385						0	Trouans		
10			407	A09-06-1972	12-07-1972	01-07-1972	01-07-1972	31					10289						0	Viâpres-le-Grand		
10	1	21	411	D02-01-1957	12-01-1957	13-01-1957	13-01-1957	10											3	Ville-aux-Bois	0	Ville-aux-Bois
10			413	A20-04-1972	21-05-1972	01-05-1972	01-05-1972	31					10019						0	Villehardouin		
10	2	26	420	D02-01-1957	12-01-1957	13-01-1957	13-01-1957	10											0	Villenauxe-la-Grande	0	Villenauxe
11	2	20	008	D19-06-1961	21-06-1961	22-06-1961	22-06-1961	10											1	Alet-les-Bains	0	Alet
11	1	18	016	D10-05-1962	15-05-1962	16-05-1962	16-05-1962	10											1	Arquettes-en-Val	0	Arquettes
11	1	35	069	D26-02-1997	27-02-1997	01-04-1998	01-04-1998	24											0	Carcassonne		
11	3	15	071	D17-05-1951	22-05-1951	23-05-1951	23-05-1951	10											0	Cascastel-des-Corbières	0	Cascastel
11	1	12	099	D10-05-1962	15-05-1962	16-05-1962	16-05-1962	10											0	Conques-sur-Orbiel	0	Conques
11	3	31	123	D23-04-1976	04-05-1976	05-05-1976	05-05-1976	10											0	Duilhac-sous-Peyrepertuse	0	Duilhac
11	2	01	128	A24-03-1972	07-04-1972	08-04-1972	08-04-1972	11											1	Escueillens-et-Saint-Just-de-Bélengard	0	Escueillens
11	2	01	128	A24-03-1972	07-04-1972	08-04-1972	08-04-1972	34			1	1	11349						1	Escueillens-et-Saint-Just-de-Bélengard		
11	1	23	137	D10-05-1962	15-05-1962	16-05-1962	16-05-1962	10											0	Félines-Termenès	0	Félines
11	1	21	154	D16-10-1948	20-10-1948	21-10-1948	21-10-1948	10											0	Fournes-Cabardès	0	Fournes
11	2	27	183	A17-02-1965	05-03-1965	01-03-1965	01-03-1965	32			1	1	11237						0	Ladern-sur-Lauquet		
11	3	30	188	A06-10-2008		01-01-2014	01-01-2014	62					11266	4	150				3	Palme		
11	3	30	188	A06-10-2008		01-01-2014	01-01-2014	60					11266	4	150				3	Palme		
11	3	30	188	D06-11-1995	16-11-1995	17-11-1995	17-11-1995	10											3	Palme	0	Lapalme
11	1	25	190	D26-03-1993	28-03-1993	01-04-1993	01-04-1993	10											3	Redorte	0	Laredorte
11	1	10	195	A26-09-1988	15-10-1988	01-01-1989	01-01-1989	12											0	Laurabuc	0	Laurabuc-et-Mireval
11	1	10	195	A26-09-1988	15-10-1988	01-01-1989	01-01-1989	23					11234						0	Laurabuc		
11	1	10	195	A15-05-1972	06-06-1972	07-06-1972	07-06-1972	11											0	Laurabuc-et-Mireval	0	Laurabuc
11	1	10	195	A15-05-1972	06-06-1972	07-06-1972	07-06-1972	34			1	1	11234						0	Laurabuc-et-Mireval		
11	2	20	206	A01-02-1965	21-02-1965	01-02-1965	01-02-1965	32			1	1	11403						0	Limoux		
11	1	29	208	D08-01-1958	12-01-1958	13-01-1958	13-01-1958	10											3	Louvière-Lauragais	0	Louvière
11	1	12	215	D25-11-1970	06-12-1970	07-12-1970	07-12-1970	10											0	Malves-en-Minervois	0	Malves
11	1	10	234	A26-09-1988	15-10-1988	01-01-1989	01-01-1989	21					11195						0	Mireval-Lauragais		
11	1	10	234	A15-05-1972	06-06-1972	07-06-1972	07-06-1972	33					11195						0	Mireval-Lauragais		
11			237	A17-02-1965	05-03-1965	01-03-1965	01-03-1965	31					11183						0	Molières-sur-l'Alberte		
11	3	33	255	D25-11-1970	06-12-1970	07-12-1970	07-12-1970	10											0	Montredon-des-Corbières	0	Montredon
11	3	30	266	A06-10-2008		01-01-2014	01-01-2014	60					11188	4	150				0	Port-la-Nouvelle		
11	3	30	266	A06-10-2008		01-01-2014	01-01-2014	62					11188	4	150				0	Port-la-Nouvelle		
11	3	30	266	D16-10-1953	21-10-1953	22-10-1953	22-10-1953	10											0	Port-la-Nouvelle	0	Nouvelle
11	3	30	295	D26-12-1974	31-12-1974	01-01-1975	01-01-1975	10											0	Portel-des-Corbières	0	Portel
11			349	A24-03-1972	07-04-1972	08-04-1972	08-04-1972	33					11128						0	Saint-Just-de-Bélengard		
11	3	17	353	D10-05-1971	16-05-1971	17-05-1971	17-05-1971	10											0	Saint-Marcel-sur-Aude	0	Saint-Marcel
11	3	15	390	D25-11-1970	06-12-1970	07-12-1970	07-12-1970	10											0	Thézan-des-Corbières	0	Thézan
11			403	A01-02-1965	21-02-1965	01-02-1965	01-02-1965	31					11206						0	Vendémies		
11	3	17	405	D30-04-1966	06-05-1966	07-05-1966	07-05-1966	10											0	Ventenac-en-Minervois	0	Ventenac-d'Aude
11	1	09	407	D07-08-1958	12-08-1958	13-08-1958	13-08-1958	10											0	Verdun-en-Lauragais	0	Verdun
11	1	23	435	D10-05-1962	15-05-1962	16-05-1962	16-05-1962	10											0	Villerouge-Termenès	0	Villerouge
12	3	06	003	A03-11-1978	06-12-1978	07-12-1978	07-12-1978	21					12305						4	Albres		
12	3	06	003	A14-11-1974	18-12-1974	01-01-1975	01-01-1975	33					12305						4	Albres		
12	3	10	004	D26-03-1993	28-03-1993	01-04-1993	01-04-1993	10											1	Almont-les-Junies	0	Almon-les-Junies
12	2	39	045	A15-04-2013		01-01-2014	01-01-2014	62					12056	21	47				0	Camboulazet		
12	2	39	056	A15-04-2013		01-01-2014	01-01-2014	60					12045	21	47				0	Baraqueville		
12	2	39	056	A06-11-1972	11-01-1973	01-01-1973	01-01-1973	11											0	Baraqueville	0	Carcenac-Peyralès
12	2	39	056	A06-11-1972	11-01-1973	01-01-1973	01-01-1973	32			1	1	12306						0	Baraqueville		
12	2	12	061	D07-09-1954	10-09-1954	11-09-1954	11-09-1954	10											0	Castelnau-de-Mandailles	0	Castelnau
12	2	16	066	D26-02-1958	01-03-1958	02-03-1958	02-03-1958	10											0	Clairvaux-d'Aveyron	0	Clairvaux
12	2	11	093	D07-08-1996	10-08-1996	11-08-1996	11-08-1996	10											2	Fel	1	Enguialès
12	2	11	094	D26-02-1958	01-03-1958	02-03-1958	02-03-1958	10											1	Entraygues-sur-Truyère	1	Entraygues
12	2	19	118	D26-02-1958	01-03-1958	02-03-1958	02-03-1958	10											0	Lacroix-Barrez	0	Lacroix
12			132	A13-09-1973	15-11-1973	01-11-1973	01-11-1973	33					12257						0	Loupiac		
12	2	45	133	D12-09-2005	15-09-2005	16-09-2005	16-09-2005	10											0	Luc-la-Primaube	0	Luc
12	1	09	155	D13-05-1987	05-07-1987	06-07-1987	06-07-1987	10											0	Fondamente	0	Montpaon
12	3	20	167	A17-02-1965	04-03-1965	26-02-1965	26-02-1965	32			1	1	12302						0	Najac		
12	1	02	192	D16-03-1950	21-03-1950	22-03-1950	22-03-1950	10											0	Mounes-Prohencoux	0	Prohencoux
12	1	23	200	D28-05-1998	05-06-1998	06-06-1998	06-06-1998	62					12270	34	13				0	Rivière-sur-Tarn		
12	3	20	210	D07-09-1954	10-09-1954	11-09-1954	11-09-1954	10											0	Saint-André-de-Najac	0	Saint-André
12	2	16	215	D26-02-1958	01-03-1958	02-03-1958	02-03-1958	10											0	Saint-Christophe-Vallon	0	Saint-Christophe
12	2	12	216	D26-02-1958	01-03-1958	02-03-1958	02-03-1958	10											0	Saint-Côme-d'Olt	0	Saint-Côme
12	2	34	219	D07-09-1954	10-09-1954	11-09-1954	11-09-1954	10											0	Sainte-Eulalie-d'Olt	0	Sainte-Eulalie
12	1	37	253	A31-10-1952	02-12-1952	03-12-1952	03-12-1952	22					12307						0	Salles-Curan		
12	3	06	257	A13-09-1973	15-11-1973	01-11-1973	01-11-1973	11											0	Causse-et-Diège	0	Salvagnac-Saint-Loup
12	3	06	257	A13-09-1973	15-11-1973	01-11-1973	01-11-1973	34			1	1	12132						0	Causse-et-Diège		
12	2	38	258	D26-02-1958	01-03-1958	02-03-1958	02-03-1958	10											3	Salvetat-Peyralès	3	Salvetat
12	2	39	262	D03-04-1962	08-04-1962	09-04-1962	09-04-1962	10											0	Sauveterre-de-Rouergue	0	Sauveterre
12	1	40	270	D28-05-1998	05-06-1998	06-06-1998	06-06-1998	60					12200	34	13				0	Sévérac-le-Château		
12	3	26	285	D07-09-1954	10-09-1954	11-09-1954	11-09-1954	10											0	Vabre-Tizac	0	Vabre
12	1	29	286	D01-08-1955	09-08-1955	10-08-1955	10-08-1955	10											0	Vabres-l'Abbaye	0	Vabres
12			302	A17-02-1965	04-03-1965	26-02-1965	26-02-1965	31					12167						0	Villevayre		
12	3	01	305	A03-11-1978	06-12-1978	07-12-1978	07-12-1978	12											0	Viviez	0	Viviez-les-Albres
12	3	01	305	A03-11-1978	06-12-1978	07-12-1978	07-12-1978	23					12003						0	Viviez		
12	3	01	305	A14-11-1974	18-12-1974	01-01-1975	01-01-1975	11											0	Viviez-les-Albres	0	Viviez
12	3	01	305	A14-11-1974	18-12-1974	01-01-1975	01-01-1975	34			1	1	12003						0	Viviez-les-Albres		
12			306	A06-11-1972	11-01-1973	01-01-1973	01-01-1973	31					12056						0	Vors		
12	1	37	307	A31-10-1952	02-12-1952	03-12-1952	03-12-1952	20			1	1	12253						0	Curan		
13	3	05	005	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	24											1	Aubagne		
13	3	54	005	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	24											1	Aubagne		
13	2	31	011	D07-08-1958	12-08-1958	13-08-1958	13-08-1958	10											4	Baux-de-Provence	3	Baux
13	3	54	022	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	43										1308	0	Cassis		
13	3	54	030	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	43										1305	0	Cuges-les-Pins		
13	3	54	042	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	43										1305	0	Gémenos		
13	3	55	055	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	24											0	Marseille		
13	3	56	055	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	24											0	Marseille		
13	3	57	055	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	24											0	Marseille		
13	3	58	055	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	24											0	Marseille		
13	3	59	055	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	24											0	Marseille		
13	3	15	055	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	37											0	Marseille		
13	3	20	055	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	37											0	Marseille		
13	2	33	057	D30-04-1966	06-05-1966	07-05-1966	07-05-1966	10											0	Mas-Blanc-des-Alpilles	0	Mas-Blanc
13	2	31	058	D09-02-1968	14-02-1968	15-02-1968	15-02-1968	10											0	Maussane-les-Alpilles	0	Maussane
13	2	33	061	D05-08-1992	13-08-1992	01-09-1992	01-09-1992	10											0	Saint-Pierre-de-Mézoargues	0	Mézoargues
13	4	06	081	D26-03-2001	28-03-2001	01-04-2001	01-04-2001	63					13117	0	0				0	Rognac		
13	3	54	085	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	43										1308	0	Roquefort-la-Bédoule		
13	3	54	085	D26-08-1966	28-08-1966	29-08-1966	29-08-1966	22					13119						0	Roquefort-la-Bédoule		
13	4	49	098	D05-09-1949	07-09-1949	08-09-1949	08-09-1949	10											0	Saint-Mitre-les-Remparts	0	Saint-Mitre
13	2	31	100	D08-04-1953	11-04-1953	12-04-1953	12-04-1953	10											0	Saint-Rémy-de-Provence	0	Saint-Rémy
13	1	51	114	A29-03-1950	11-05-1950	12-05-1950	12-05-1950	22					13118						0	Ventabren		
13	4	53	117	D26-03-2001	28-03-2001	01-04-2001	01-04-2001	61					13081	0	0				0	Vitrolles		
13	1	51	118	A29-03-1950	11-05-1950	12-05-1950	12-05-1950	20			1	1	13114						0	Coudoux		
13	3	54	119	D27-02-2003	28-02-2003	21-03-2004	21-03-2004	43										1308	0	Carnoux-en-Provence		
13	3	54	119	D26-08-1966	28-08-1966	29-08-1966	29-08-1966	20			1	1	13085						0	Carnoux-en-Provence		
14			010	A26-12-1972	23-01-1973	01-01-1973	01-01-1973	33					14624						1	Ammeville		
14	1	11	011	A30-12-1972	23-01-1973	01-01-1973	01-01-1973	34			3	1	14267						1	Anctoville		
14	1	11	011	A30-12-1972	23-01-1973	01-01-1973	01-01-1973	34			3	2	14479						1	Anctoville		
14	1	11	011	A30-12-1972	23-01-1973	01-01-1973	01-01-1973	34			3	3	14673						1	Anctoville		
14			017	A16-09-1972	24-10-1972	01-01-1973	01-01-1973	33					14352						1	Annebecq		
14			018	A30-01-1964	16-02-1964	17-02-1964	17-02-1964	31					14655						1	Arclais		
14	3	19	041	D06-11-1995	16-11-1995	17-11-1995	17-11-1995	10											0	Barneville-la-Bertran	0	Barneville
14	2	47	046	A07-12-1974	05-01-1975	01-01-1975	01-01-1975	34			1	1	14537						0	Bavent		
14	1	03	047	A27-11-2006		01-01-2007	01-01-2007	61					14663	0	1				0	Bayeux		
14			048	A27-01-1965D29-03-1966	28-02-196503-04-1966	01-02-1965	01-02-1965	31					14614						0	Baynes		
14			051	A26-12-1972	27-01-1973	01-01-1973	01-01-1973	33					14231						0	Beaufour		
14	3	35	059	D17-03-1949	19-03-1949	20-03-1949	20-03-1949	10											0	Benerville-sur-Mer	0	Benerville
14			067	A26-12-1972	23-01-1973	01-01-1973	01-01-1973	33					14624						0	Berville		
14	2	48	068	A30-09-1982		01-10-1982	01-10-1982	36					14072						0	Biéville-Beuville		
14	2	48	068	A30-09-1972	28-10-1972	01-10-1972	01-10-1972	11											0	Biéville-Beuville	0	Beuville
14	2	48	068	A30-09-1972	28-10-1972	01-10-1972	01-10-1972	34			1	1	14072						0	Biéville-Beuville		
14			071	A29-03-1973	17-04-1973	01-04-1973	01-04-1973	31					14527						0	Biéville-en-Auge		
14			072	A30-09-1982		01-10-1982	01-10-1982	35					14068						0	Biéville-sur-Orne		
14			072	A30-09-1972	28-10-1972	01-10-1972	01-10-1972	33					14068						0	Biéville-sur-Orne		
14	2	48	076	D08-10-1958D08-10-1958	12-10-195811-11-1958	13-10-1958	13-10-1958	10											0	Blainville-sur-Orne	0	Blainville
14			094	A12-10-1987		01-11-1987	01-11-1987	35					14268						0	Bray-la-Campagne		
